recommendationid,language,sentiment,review,review_clean,playtime_at_review_hours,timestamp_created
217863036,english,negatif,this game is preventing iq encreasing,game prevent iq encreas,30.2,2026-02-08 14:12:46
217861979,english,negatif,sda,sda,131.4,2026-02-08 13:56:58
217861843,english,positif,best game ever made nice!!!!!,best game ever made nice,1669.1,2026-02-08 13:55:06
217861009,english,positif,if you want free lobotomy play this ♥♥♥♥,want free lobotomi play,17.3,2026-02-08 13:43:12
217859309,english,positif,The Best,best,3.7,2026-02-08 13:18:41
217859231,english,negatif,grey screen the entire time i wanna play. not really recommend this game,grey screen entir time wan na play realli recommend game,50.0,2026-02-08 13:17:18
217857556,english,positif,nice game 950 h,nice game,939.5,2026-02-08 12:49:44
217857507,english,positif,I love this game but there so many cheaters,love game mani cheaters,2146.4,2026-02-08 12:48:53
217857496,english,positif,gud,gud,485.0,2026-02-08 12:48:42
217857032,english,negatif,way too laggy,way latensi tinggi,0.5,2026-02-08 12:40:37
217855178,english,positif,Best battle royale ever. It has issues but it's that one game you always keep coming back to. :D,best battl royal ever issu one game alway keep come back,925.0,2026-02-08 12:09:21
217854409,english,negatif,THIS GAME IS BROKEN NEED FIX ESPECIALLY FOR TEAMDEATH MATCH MODE . BUGS ARE CRAZY AND IT RUINS TO ENJOY GAME .,game broken need fix especially teamdeath match mode bug crazi ruin enjoy game,396.1,2026-02-08 11:56:03
217853620,english,positif,gud,gud,557.2,2026-02-08 11:41:52
217851970,english,positif,its so good but hard if you have high reaction time and alot of buttons,good hard high reaction time alot button,7.4,2026-02-08 11:12:36
217850430,english,positif,Erangel might be one of the greatest maps ever designed. Still a fun game and the botting problem seems to have been solved. Just wish they would let us choose maps instead of having to leave the session to re roll another.,erangel might one greatest map ever design still fun game bot problem seems solv wish would let us choos map instead leav session roll anoth,622.5,2026-02-08 10:44:04
217850425,english,positif,good game but i kinda hard,good game kinda hard,153.8,2026-02-08 10:44:00
217849289,english,negatif,same old boring ♥♥♥♥ game.,old bore game,26.6,2026-02-08 10:22:38
217847867,english,positif,YES I LIKE THIS GAME BUT PLS BAN THE HACKERS,ye like game pl ban hacker,9.7,2026-02-08 09:54:23
217846982,english,positif,vbn,vbn,174.5,2026-02-08 09:37:05
217845099,english,negatif,"90% of the playerbase consists of cheaters. 

Easy Ignore.",playerbas consist cheaters easi ignor,0.3,2026-02-08 08:59:44
217841750,english,positif,TUFF GAME,tuff game,28.8,2026-02-08 07:47:23
217841469,english,positif,nice,nice,310.7,2026-02-08 07:40:53
217841309,english,positif,baba jeet,baba jeet,24.1,2026-02-08 07:36:20
217841109,english,positif,like,like,1594.9,2026-02-08 07:31:45
217840701,english,positif,good game,good game,40.6,2026-02-08 07:21:54
217840668,english,positif,"Absolute ♥♥♥♥ game. Cut off all social connections, gets rid of all chances of love life, makes you quit your job.",absolut game cut social connect get rid chanc love life makes quit job,4.6,2026-02-08 07:21:06
217840359,english,positif,like,like,621.4,2026-02-08 07:13:37
217834101,english,positif,good,good,359.1,2026-02-08 04:50:22
217833348,english,positif,winner winner chiken dinner,winner winner chiken dinner,3.0,2026-02-08 04:36:01
217831616,english,positif,this game is amazing this game reminds me of Fortnite so much and if you like Fortnite you'll like this game even better.,game amaz game remind fortnit much like fortnit like game even better,3.5,2026-02-08 03:59:53
217831173,english,negatif,sucks,suck,421.1,2026-02-08 03:50:43
217830767,english,positif,ok,ok,58.2,2026-02-08 03:41:55
217829067,english,negatif,RANK TO MUCH HACKER BABI CRAFTON TOLOLLLLLLL BAN PERMANENT IDI!OTTTTTTTTTTTTTTT,rank much hacker babi crafton tolollllll ban permanent idi ottttttttttttttt,5205.7,2026-02-08 03:07:18
217826745,english,negatif,"Very bad game, i got banned because of nothing",bad game got ban noth,3.0,2026-02-08 02:18:47
217826614,english,positif,BEST GAME EVER,best game ever,1012.4,2026-02-08 02:15:56
217826501,english,positif,great action packed game,great action packed game,5.1,2026-02-08 02:13:52
217826199,english,positif,this good game,good game,443.6,2026-02-08 02:07:55
217823223,english,positif,"I played PUBG Mobile for a very long time and quit 5 years ago, but I tried the PC version for the first time and I liked it. I play with friends and it's a lot of fun.",play playerunknown battleground mobil long time quit year ago tri pc version first time liked play friend lot fun,10.9,2026-02-08 01:08:20
217822286,english,negatif,"Great game, but unfortunately killed by cheaters. The sad reality is that the game developers don't care about solving the cheating problem, preferring instead to focus on profit by creating skins at absurd prices.",great game unfortun kill cheaters sad realiti game developers care solv cheat problem prefer instead focu profit creat skin absurd price,2634.3,2026-02-08 00:49:37
217821432,english,positif,great team based game,great team based game,243.0,2026-02-08 00:33:10
217817284,english,positif,peak,peak,14.9,2026-02-07 23:16:09
217815367,english,negatif,to much hack dont play any more its dead game,much hack dont play dead game,3871.7,2026-02-07 22:45:05
217813381,english,positif,gfg,gfg,22.4,2026-02-07 22:13:19
217812059,english,positif,Very fun and relaxing,fun relax,41.4,2026-02-07 21:52:45
217808877,english,positif,fun,fun,70.5,2026-02-07 21:07:11
217807235,english,positif,the best,best,1482.5,2026-02-07 20:42:53
217804064,english,positif,"lobby loading ♥♥♥♥♥♥♥ sucks, initializing initializing initializing inininininininininininin in your mum",lobbi loading suck initi initi initi inininininininininininin mum,912.8,2026-02-07 19:59:17
217801508,english,positif,cool,cool,29.4,2026-02-07 19:23:27
217798144,english,positif,very good game i love it,good game love,477.8,2026-02-07 18:35:28
217797033,english,positif,"It's the most easy game, because after 11 matches i won my 1st dinner and made 3 kills, i'm already a pro player, be careful!

Edit: It's not like I played with a friend who knew how to play and taught me everything :)))",easi game match st dinner made kill alreadi pro player care edit like play friend knew play taught everyth,4.9,2026-02-07 18:20:03
217794814,english,negatif,"The whole thing is completely unplayable. No matter how many times I reinstall it, I can hardly ever play.

""Your client will close in 10 seconds due to anti-cheat process not running correctly. Resolve this issue by verifying the integrity of your game files or reinstalling if the error persists.""",whole thing complet unplay matter mani times reinstal hardli ever play client close seconds due anti curang process run correctli resolv issu verifi integr game file reinstal error persists,695.6,2026-02-07 17:48:41
217794743,english,positif,good,good,160.5,2026-02-07 17:47:41
217793113,english,positif,nice :),nice,30.5,2026-02-07 17:25:07
217792153,english,positif,goodddddddddddddd,goodddddddddddddd,1291.7,2026-02-07 17:12:38
217789908,english,positif,so fun,fun,6.2,2026-02-07 16:42:18
217789549,english,positif,NOT BAD,bad,26.2,2026-02-07 16:37:21
217788667,english,positif,amazing game but the recoil its very hard to mantain,amaz game recoil hard mantain,7.5,2026-02-07 16:25:38
217787360,english,positif,fireeee,fireee,5.7,2026-02-07 16:06:58
217782004,english,positif,it's like fortnite but you can change your pants,like fortnit chang pant,22.6,2026-02-07 14:52:38
217779257,english,negatif,oynanmayin,oynanmayin,68.6,2026-02-07 14:12:13
217776815,english,positif,1/10 this game suck,game suck,75.8,2026-02-07 13:34:24
217776118,english,positif,"gg, xoxoxoxox",good game xoxoxoxox,349.8,2026-02-07 13:22:53
217775517,english,positif,"the game feels soo sh!t,i have a mid PC and the game runs in like 15fps even with very low settings but it works  better with High Settings like the game is just ass.,..",game feel soo sh mid pc game run like frame second even low settings work better high settings like game ass,5.3,2026-02-07 13:13:44
217771088,english,positif,BEST !!!!,best,69.4,2026-02-07 12:01:55
217770766,english,positif,game play,game play,72.8,2026-02-07 11:55:51
217766997,english,positif,nc,nc,161.5,2026-02-07 10:48:01
217766910,english,positif,sda,sda,3.9,2026-02-07 10:46:22
217765569,english,negatif,Dumb guns,dumb gun,2.6,2026-02-07 10:22:44
217761135,english,positif,la baba gi,la baba gi,1.1,2026-02-07 08:54:20
217760548,english,positif,"This is the best battle royale on the market. A true classic, the OG. I've been playing since launch on console and now playing on pc. Tactical and realistic gameplay. Adrenaline will spike. Fun to play in any situation or style.",best battl royal market true classic og play sinc launch consol play pc tactic realist gameplay adrenalin spike fun play situat style,8.2,2026-02-07 08:40:42
217758229,english,negatif,This game is ♥♥♥♥!! To many f-cking cheating!! Don't waste your time on this game!!,game mani cking cheat wast time game,167.9,2026-02-07 07:49:16
217756959,english,positif,good  to  paly,good pali,1041.0,2026-02-07 07:19:57
217755379,english,positif,its so fun,fun,208.9,2026-02-07 06:43:50
217754640,english,positif,game good,game good,1808.1,2026-02-07 06:27:10
217750548,english,positif,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaswwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,672.8,2026-02-07 04:53:35
217749434,english,positif,"PUBG is a pretty cool guy, he fights bots and doesn't afraid of anything",playerunknown battleground pretti cool guy fight bot afraid anyth,252.2,2026-02-07 04:27:40
217748667,english,positif,This game is awesome,game awesom,205.6,2026-02-07 04:10:04
217747528,english,negatif,"I must have Dementia because I have Zero memory of this game, which is scary.",must dementia zero memory game scari,32.8,2026-02-07 03:43:45
217746433,english,positif,Paba G,paba,88.8,2026-02-07 03:20:35
217744670,english,positif,This game is one of the best shooters out there. Every game in PUBG is different to keep your attention. After many years this game still holds its value.,game one best shooters everi game playerunknown battleground different keep attent mani year game still hold valu,600.5,2026-02-07 02:45:10
217744087,english,positif,"They've updated it for so many years. I played console initially. It is an amazing experience, from a FPP player!!",updat mani year play consol initi amaz experience fpp player,6.6,2026-02-07 02:33:29
